,dependent,giv_prop,iv,iv_label,cat_t1,cat_t1_label,cat_t2,cat_t2_label,obs
178,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRsymmetric,Symmetric MPCR,True,True,False,False,1
179,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRsymmetric,Symmetric MPCR,true,true,false,false,5
180,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturnLevel,Private account return level,https://data.cooperationdatabank.org/id/privateaccountreturnlevel/high,High,https://data.cooperationdatabank.org/id/privateaccountreturnlevel/low,Low,14
420,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/endowmentAssigned,Assigned endowment,True,True,False,False,1
421,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/endowmentLevel,Endowment level,https://data.cooperationdatabank.org/id/endowmentlevel/low,Low,https://data.cooperationdatabank.org/id/endowmentlevel/high,High,6
422,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/endowmentLevel,Endowment level,https://data.cooperationdatabank.org/id/endowmentlevel/medium,Medium,https://data.cooperationdatabank.org/id/endowmentlevel/high,High,5
423,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/endowmentLevel,Endowment level,https://data.cooperationdatabank.org/id/endowmentlevel/medium,Medium,https://data.cooperationdatabank.org/id/endowmentlevel/low,Low,5
424,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/endowmentSymmetric,Symmetric endowment,false,false,true,true,8
425,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,MPCR level,https://data.cooperationdatabank.org/id/mpcrlevel/low,Low,https://data.cooperationdatabank.org/id/mpcrlevel/high,High,4
426,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,MPCR level,https://data.cooperationdatabank.org/id/mpcrlevel/low,Low,https://data.cooperationdatabank.org/id/mpcrlevel/medium,Medium,4
427,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,MPCR level,https://data.cooperationdatabank.org/id/mpcrlevel/medium,Medium,https://data.cooperationdatabank.org/id/mpcrlevel/high,High,4
518,https://data.cooperationdatabank.org/id/dependentvariable/withdrawals,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,MPCR level,https://data.cooperationdatabank.org/id/mpcrlevel/low,Low,https://data.cooperationdatabank.org/id/mpcrlevel/high,High,2
519,https://data.cooperationdatabank.org/id/dependentvariable/withdrawals,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,MPCR level,https://data.cooperationdatabank.org/id/mpcrlevel/low,Low,https://data.cooperationdatabank.org/id/mpcrlevel/medium,Medium,2
520,https://data.cooperationdatabank.org/id/dependentvariable/withdrawals,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,MPCR level,https://data.cooperationdatabank.org/id/mpcrlevel/medium,Medium,https://data.cooperationdatabank.org/id/mpcrlevel/high,High,2
