,dependent,iv,cat_t1,cat_t2,giv_prop,iv_label,cat_t1_label,cat_t2_label,comparative,hypothesis
3240,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
3381,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
3610,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
3841,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
3843,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
3906,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,lower,Cooperation is significantly lower when punishment treatment is 1 compared to when punishment treatment is -1.
4077,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentIncentive,https://data.cooperationdatabank.org/id/punishmentincentive/monetary,https://data.cooperationdatabank.org/id/punishmentincentive/non-monetary_social,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment incentive,Monetary,Non-monetary Social,lower,Cooperation is significantly lower when punishment incentive is monetary compared to when punishment incentive is non-monetary social.
4384,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/0,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,-1,0,lower,Cooperation is significantly lower when punishment treatment is -1 compared to when punishment treatment is 0.
4636,https://data.cooperationdatabank.org/id/dependentvariable/withdrawals,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly lower when punishment treatment is 1 compared to when punishment treatment is -1.
4637,https://data.cooperationdatabank.org/id/dependentvariable/withdrawals,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly lower when punishment treatment is 1 compared to when punishment treatment is -1.
4940,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/0,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,-1,0,lower,Cooperation is significantly lower when punishment treatment is -1 compared to when punishment treatment is 0.
5010,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
5631,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
6015,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
6025,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
6303,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
