,dependent,iv,cat_t1,cat_t2,giv_prop,iv_label,cat_t1_label,cat_t2_label,comparative,hypothesis
389,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/synchrony,True,False,https://data.cooperationdatabank.org/vocab/prop/SynchronyVariable,Synchrony,na,na,higher,Cooperation is significantly higher when synchrony is true compared to when synchrony is false.
411,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/sVOType,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/prop/PersonalityVariable,SVO type,Individualist,Prosocial,lower,Cooperation is significantly lower when svo type is individualist compared to when svo type is prosocial.
429,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/ostracism,False,True,https://data.cooperationdatabank.org/vocab/prop/OstracismVariable,Ostracism,na,na,higher,Cooperation is significantly higher when ostracism is false compared to when ostracism is true.
491,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/gender,https://data.cooperationdatabank.org/id/gender/female,https://data.cooperationdatabank.org/id/gender/male,https://data.cooperationdatabank.org/vocab/prop/GenderVariable,Gender,Female,Male,higher,Cooperation is significantly higher when gender is female compared to when gender is male.
506,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gender,https://data.cooperationdatabank.org/id/gender/female,https://data.cooperationdatabank.org/id/gender/male,https://data.cooperationdatabank.org/vocab/prop/GenderVariable,Gender,Female,Male,higher,Cooperation is significantly higher when gender is female compared to when gender is male.
516,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/student,True,False,https://data.cooperationdatabank.org/vocab/prop/EducationVariable,Student sample,na,na,higher,Cooperation is significantly higher when student sample is true compared to when student sample is false.
517,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gender,https://data.cooperationdatabank.org/id/gender/female,https://data.cooperationdatabank.org/id/gender/male,https://data.cooperationdatabank.org/vocab/prop/GenderVariable,Gender,Female,Male,higher,Cooperation is significantly higher when gender is female compared to when gender is male.
590,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,https://data.cooperationdatabank.org/id/conflictindex/k_index,https://data.cooperationdatabank.org/id/conflictindex/g_index,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,Conflict index,K index,g index,lower,Cooperation is significantly lower when conflict index is k index compared to when conflict index is g index.
632,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,https://data.cooperationdatabank.org/id/conflictindex/k_index,https://data.cooperationdatabank.org/id/conflictindex/g_index,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,Conflict index,K index,g index,higher,Cooperation is significantly higher when conflict index is k index compared to when conflict index is g index.
669,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/id/feedbacktarget/group,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,Feedback target,Individual,Group,higher,Cooperation is significantly higher when feedback target is individual compared to when feedback target is group.
685,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/id/feedbacktarget/group,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,Feedback target,Individual,Group,higher,Cooperation is significantly higher when feedback target is individual compared to when feedback target is group.
697,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/symmetric,True,False,https://data.cooperationdatabank.org/vocab/prop/SymmetryVariable,Symmetry,na,na,lower,Cooperation is significantly lower when symmetry is true compared to when symmetry is false.
699,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gender,https://data.cooperationdatabank.org/id/gender/female,https://data.cooperationdatabank.org/id/gender/male,https://data.cooperationdatabank.org/vocab/prop/GenderVariable,Gender,Female,Male,higher,Cooperation is significantly higher when gender is female compared to when gender is male.
709,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/contextFrame,https://data.cooperationdatabank.org/id/contextframe/cooperative,https://data.cooperationdatabank.org/id/contextframe/competitive,https://data.cooperationdatabank.org/vocab/prop/FramingVariable,Context frame,Cooperative,Competitive,higher,Cooperation is significantly higher when context frame is cooperative compared to when context frame is competitive.
741,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,https://data.cooperationdatabank.org/id/mpcrlevel/low,https://data.cooperationdatabank.org/id/mpcrlevel/high,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,MPCR level,Low,High,lower,Cooperation is significantly lower when mpcr level is low compared to when mpcr level is high.
747,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,https://data.cooperationdatabank.org/id/mpcrlevel/low,https://data.cooperationdatabank.org/id/mpcrlevel/medium,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,MPCR level,Low,Medium,lower,Cooperation is significantly lower when mpcr level is low compared to when mpcr level is medium.
780,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/publicGoodBadFrame,https://data.cooperationdatabank.org/id/publicgoodbadframe/public_bad,https://data.cooperationdatabank.org/id/publicgoodbadframe/public_good,https://data.cooperationdatabank.org/vocab/prop/FramingVariable,Public Good-Bad frame,Public Bad,Public Good,lower,Cooperation is significantly lower when public good-bad frame is public bad compared to when public good-bad frame is public good.
792,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,https://data.cooperationdatabank.org/id/conflictindexlevel/high,https://data.cooperationdatabank.org/id/conflictindexlevel/low,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,Conflict level,High,Low,lower,Cooperation is significantly lower when conflict level is high compared to when conflict level is low.
871,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/partnerSelection,https://data.cooperationdatabank.org/id/partnerselection/present,https://data.cooperationdatabank.org/id/partnerselection/absent,https://data.cooperationdatabank.org/vocab/prop/ReputationVariable,Partner selection,present,absent,lower,Cooperation is significantly lower when partner selection is present compared to when partner selection is absent.
909,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gender,https://data.cooperationdatabank.org/id/gender/female,https://data.cooperationdatabank.org/id/gender/male,https://data.cooperationdatabank.org/vocab/prop/GenderVariable,Gender,Female,Male,higher,Cooperation is significantly higher when gender is female compared to when gender is male.
913,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment,True,False,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication treatment,na,na,higher,Cooperation is significantly higher when communication treatment is true compared to when communication treatment is false.
935,https://data.cooperationdatabank.org/id/dependentvariable/withdrawals,https://data.cooperationdatabank.org/vocab/prop/resourceSizeLevel,https://data.cooperationdatabank.org/id/resourcesizelevel/high,https://data.cooperationdatabank.org/id/resourcesizelevel/medium,https://data.cooperationdatabank.org/vocab/prop/Resource_Dilemma_GameVariable,Resource size level,High,Medium,lower,Cooperation is significantly higher when resource size level is high compared to when resource size level is medium.
983,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/ethnicityUS,https://data.cooperationdatabank.org/id/ethnicityus/white,https://data.cooperationdatabank.org/id/ethnicityus/black_or_african_american,https://data.cooperationdatabank.org/vocab/prop/EthnicityVariable,Ethnicity (US),White,Black or African American,higher,Cooperation is significantly higher when ethnicity (us) is white compared to when ethnicity (us) is black or african american.
1004,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,Feedback target,Individual,Absent,higher,Cooperation is significantly higher when feedback target is individual compared to when feedback target is absent.
1010,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
1011,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentAgent,https://data.cooperationdatabank.org/id/punishmentagent/leader,https://data.cooperationdatabank.org/id/punishmentagent/network,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment agent,Leader,Network,higher,Cooperation is significantly higher when punishment agent is leader compared to when punishment agent is network.
1038,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentIncentive,https://data.cooperationdatabank.org/id/punishmentincentive/monetary,https://data.cooperationdatabank.org/id/punishmentincentive/non-monetary_social,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment incentive,Monetary,Non-monetary Social,higher,Cooperation is significantly higher when punishment incentive is monetary compared to when punishment incentive is non-monetary social.
1087,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
1101,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,lower,Cooperation is significantly lower when punishment treatment is 1 compared to when punishment treatment is -1.
1129,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentAgent,https://data.cooperationdatabank.org/id/punishmentagent/peer,https://data.cooperationdatabank.org/id/punishmentagent/other,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment agent,Peer,Other,lower,Cooperation is significantly lower when punishment agent is peer compared to when punishment agent is other.
1179,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gameIncentive,https://data.cooperationdatabank.org/id/gameincentive/monetary,https://data.cooperationdatabank.org/id/gameincentive/non-monetary_material,https://data.cooperationdatabank.org/vocab/prop/IncentivesVariable,Game incentive,Monetary,Non-monetary Material,lower,Cooperation is significantly lower when game incentive is monetary compared to when game incentive is non-monetary material.
1204,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/endowmentSymmetric,false,true,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,Symmetric endowment,na,na,lower,Cooperation is significantly lower when symmetric endowment is false compared to when symmetric endowment is true.
1213,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/endowmentSymmetric,false,true,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,Symmetric endowment,na,na,lower,Cooperation is significantly lower when symmetric endowment is false compared to when symmetric endowment is true.
1279,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/rewardTreatment,https://data.cooperationdatabank.org/id/rewardtreatment/1,https://data.cooperationdatabank.org/id/rewardtreatment/-1,https://data.cooperationdatabank.org/vocab/prop/RewardVariable,Reward treatment,1,-1,higher,Cooperation is significantly higher when reward treatment is 1 compared to when reward treatment is -1.
1333,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,https://data.cooperationdatabank.org/id/conflictindexlevel/high,https://data.cooperationdatabank.org/id/conflictindexlevel/low,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,Conflict level,High,Low,lower,Cooperation is significantly lower when conflict level is high compared to when conflict level is low.
1348,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/symmetric,false,true,https://data.cooperationdatabank.org/vocab/prop/SymmetryVariable,Symmetry,na,na,lower,Cooperation is significantly lower when symmetry is false compared to when symmetry is true.
1489,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment,True,False,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication treatment,na,na,lower,Cooperation is significantly lower when communication treatment is true compared to when communication treatment is false.
1493,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/restricted,False,True,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Restricted communication,na,na,higher,Cooperation is significantly higher when restricted communication is false compared to when restricted communication is true.
1498,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gainLossFrame,https://data.cooperationdatabank.org/id/gainlossframe/gain,https://data.cooperationdatabank.org/id/gainlossframe/loss,https://data.cooperationdatabank.org/vocab/prop/FramingVariable,Gain-Loss frame,Gain,Loss,lower,Cooperation is significantly lower when gain-loss frame is gain compared to when gain-loss frame is loss.
1527,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel,https://data.cooperationdatabank.org/id/partnerperceptionlevel/high,https://data.cooperationdatabank.org/id/partnerperceptionlevel/low,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,Partner perception level,high,low,higher,Cooperation is significantly higher when partner perception level is high compared to when partner perception level is low.
1533,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/endowmentLevel,https://data.cooperationdatabank.org/id/endowmentlevel/low,https://data.cooperationdatabank.org/id/endowmentlevel/high,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,Endowment level,Low,High,higher,Cooperation is significantly higher when endowment level is low compared to when endowment level is high.
1542,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment,True,False,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication treatment,na,na,higher,Cooperation is significantly higher when communication treatment is true compared to when communication treatment is false.
1551,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/criticalityLevel,https://data.cooperationdatabank.org/id/criticalitylevel/low,https://data.cooperationdatabank.org/id/criticalitylevel/high,https://data.cooperationdatabank.org/vocab/prop/CriticalityVariable,Criticality level,Low,High,lower,Cooperation is significantly lower when criticality level is low compared to when criticality level is high.
1577,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,https://data.cooperationdatabank.org/id/identificationlevel/high,https://data.cooperationdatabank.org/id/identificationlevel/low,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,Identification level,High,Low,higher,Cooperation is significantly higher when identification level is high compared to when identification level is low.
1584,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/intergroupComp,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_comparison,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/prop/Intergroup_Competition_Variable,Intergroup competition,intergroup comparison,Individual group,higher,Cooperation is significantly higher when intergroup competition is intergroup comparison compared to when intergroup competition is individual group.
1602,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/motivationalOrientation,https://data.cooperationdatabank.org/id/motivationalorientation/competitive,https://data.cooperationdatabank.org/id/motivationalorientation/individualistic,https://data.cooperationdatabank.org/vocab/prop/Motivational_OrientationVariable,Motivational orientation,Competitive,Individualistic,lower,Cooperation is significantly lower when motivational orientation is competitive compared to when motivational orientation is individualistic.
1616,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/cognitiveLoadTreatment,True,False,https://data.cooperationdatabank.org/vocab/prop/Cognitive_loadVariable,Cognitive load treatment,na,na,higher,Cooperation is significantly higher when cognitive load treatment is true compared to when cognitive load treatment is false.
1625,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/sVOType,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/id/svotype/proself,https://data.cooperationdatabank.org/vocab/prop/PersonalityVariable,SVO type,Prosocial,Proself,higher,Cooperation is significantly higher when svo type is prosocial compared to when svo type is proself.
1679,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/rewardTreatment,https://data.cooperationdatabank.org/id/rewardtreatment/1,https://data.cooperationdatabank.org/id/rewardtreatment/-1,https://data.cooperationdatabank.org/vocab/prop/RewardVariable,Reward treatment,1,-1,lower,Cooperation is significantly lower when reward treatment is 1 compared to when reward treatment is -1.
1681,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/rewardTreatment,https://data.cooperationdatabank.org/id/rewardtreatment/1,https://data.cooperationdatabank.org/id/rewardtreatment/0,https://data.cooperationdatabank.org/vocab/prop/RewardVariable,Reward treatment,1,0,lower,Cooperation is significantly lower when reward treatment is 1 compared to when reward treatment is 0.
1686,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/0,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,0,1,higher,Cooperation is significantly higher when punishment treatment is 0 compared to when punishment treatment is 1.
1704,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment,True,False,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication treatment,na,na,higher,Cooperation is significantly higher when communication treatment is true compared to when communication treatment is false.
1751,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/0,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,0,1,lower,Cooperation is significantly lower when punishment treatment is 0 compared to when punishment treatment is 1.
1753,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/institutionalChoice,https://data.cooperationdatabank.org/id/institutionalchoice/endogenous,https://data.cooperationdatabank.org/id/institutionalchoice/exogenous,https://data.cooperationdatabank.org/vocab/prop/Institutional_ChoiceVariable,Institutional choice,Endogenous,Exogenous,lower,Cooperation is significantly lower when institutional choice is endogenous compared to when institutional choice is exogenous.
1804,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/targetMembership,https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/id/targetmembership/ingroup_and_outgroup,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,Partner's group membership,Stranger,Ingroup and Outgroup,lower,Cooperation is significantly lower when partner's group membership is stranger compared to when partner's group membership is ingroup and outgroup.
1813,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/leadershipRole,https://data.cooperationdatabank.org/id/leadershiprole/leader,https://data.cooperationdatabank.org/id/leadershiprole/follower,https://data.cooperationdatabank.org/vocab/prop/LeadershipVariable,Leadership role,Leader ,Follower,higher,Cooperation is significantly higher when leadership role is leader  compared to when leadership role is follower.
1823,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/anonymityManipul,https://data.cooperationdatabank.org/id/anonymitymanipul/low,https://data.cooperationdatabank.org/id/anonymitymanipul/medium,https://data.cooperationdatabank.org/vocab/prop/ReputationVariable,Anonymity manipulation,Low,Medium,lower,Cooperation is significantly lower when anonymity manipulation is low compared to when anonymity manipulation is medium.
1840,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/contextFrame,https://data.cooperationdatabank.org/id/contextframe/cooperative,https://data.cooperationdatabank.org/id/contextframe/generic,https://data.cooperationdatabank.org/vocab/prop/FramingVariable,Context frame,Cooperative,Generic,higher,Cooperation is significantly higher when context frame is cooperative compared to when context frame is generic.
1875,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/ownBehaviorLevel,https://data.cooperationdatabank.org/id/ownbehaviorlevel/low,https://data.cooperationdatabank.org/id/ownbehaviorlevel/high,https://data.cooperationdatabank.org/vocab/prop/Behavior_in_the_gameVariable,Participant's behavior level,Low,High,lower,Cooperation is significantly lower when participant's behavior level is low compared to when participant's behavior level is high.
1901,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/targetMembership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,https://data.cooperationdatabank.org/id/targetmembership/outgroup,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,Partner's group membership,Ingroup,Outgroup,higher,Cooperation is significantly higher when partner's group membership is ingroup compared to when partner's group membership is outgroup.
1920,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/endowmentLevel,https://data.cooperationdatabank.org/id/endowmentlevel/medium,https://data.cooperationdatabank.org/id/endowmentlevel/low,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,Endowment level,Medium,Low,lower,Cooperation is significantly lower when endowment level is medium compared to when endowment level is low.
1937,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/groupSizeLevel,https://data.cooperationdatabank.org/id/groupsizelevel/low,https://data.cooperationdatabank.org/id/groupsizelevel/medium,https://data.cooperationdatabank.org/vocab/prop/Group_SizeVariable,Group size level,Low,Medium,higher,Cooperation is significantly higher when group size level is low compared to when group size level is medium.
