,giv_prop,iv,iv_label,cat_t1,cat_t1_label,iv.1,iv_label.1,cat_t2,cat_t2_label,mod,mod_label,mod_t1,mod_t1_label,mod_t2,mod_t2_label,dependent,effect,td,pred_num,pred_readable,comparative,pred_true,score_0.0,score_2.0,max_score,hypothesis
10,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving medium as conflict level are significantly higher than cooperation from studies involving low as conflict level."
11,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,test,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving high as conflict level are significantly higher than cooperation from studies involving medium as conflict level."
12,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,val,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving high as conflict level are significantly higher than cooperation from studies involving low as conflict level."
13,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving medium as conflict level are significantly higher than cooperation from studies involving low as conflict level."
14,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving high as conflict level are significantly higher than cooperation from studies involving medium as conflict level."
15,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving high as conflict level are significantly higher than cooperation from studies involving low as conflict level."
16,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,positive,test,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving medium as conflict level are significantly higher than cooperation from studies involving low as conflict level."
17,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,val,0.0,negative,lower,0.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is high and studies where conflict level is medium, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
18,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,0.0,negative,lower,0.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is high and studies where conflict level is low, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
19,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,0.0,negative,lower,0.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is high and studies where conflict level is medium, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
20,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,0.0,negative,lower,0.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is high and studies where conflict level is low, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
21,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,0.0,negative,lower,0.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is medium and studies where conflict level is low, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
22,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,0.0,negative,lower,0.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is medium and studies where conflict level is low, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
23,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving high as conflict level are significantly higher than cooperation from studies involving low as conflict level."
24,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving high as conflict level are significantly higher than cooperation from studies involving medium as conflict level."
25,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,val,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving medium as conflict level are significantly higher than cooperation from studies involving low as conflict level."
26,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving high as conflict level are significantly higher than cooperation from studies involving low as conflict level."
27,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving high as conflict level are significantly higher than cooperation from studies involving medium as conflict level."
28,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where conflict index is k index and studies where conflict index is g index, cooperation from studies involving medium as conflict level are significantly higher than cooperation from studies involving low as conflict level."
29,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,0.0,negative,lower,0.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is high and studies where conflict level is low, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
30,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,negative,train,0.0,negative,lower,0.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is high and studies where conflict level is low, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
31,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,Conflict level,https://data.cooperationdatabank.org/id/conflictindexlevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/conflictIndex,Conflict index,https://data.cooperationdatabank.org/id/conflictindex/k_index,K index,https://data.cooperationdatabank.org/id/conflictindex/g_index,g index,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,positive,train,0.0,negative,lower,2.0,0.7469879518072289,0.25301204819277107,0.7469879518072289,"When comparing studies where conflict level is high and studies where conflict level is medium, cooperation from studies involving k index as conflict index are significantly lower than cooperation from studies involving g index as conflict index."
